gene_id,gene_symbol,ensembl_id,gene_title,gene_type,src,feature_space
23223,RRP12,ENSG00000052749,ribosomal RNA processing 12 homolog,protein-coding,NCBI,landmark
23224,SYNE2,ENSG00000054654,spectrin repeat containing nuclear envelope protein 2,protein-coding,NCBI,landmark
23244,PDS5A,ENSG00000121892,PDS5 cohesin associated factor A,protein-coding,NCBI,landmark
23271,CAMSAP2,ENSG00000118200,calmodulin regulated spectrin associated protein family member 2,protein-coding,NCBI,landmark
23300,ATMIN,ENSG00000166454,ATM interactor,protein-coding,NCBI,landmark
23321,TRIM2,ENSG00000109654,tripartite motif containing 2,protein-coding,NCBI,landmark
23325,WASHC4,ENSG00000136051,WASH complex subunit 4,protein-coding,NCBI,landmark
23326,USP22,ENSG00000124422,ubiquitin specific peptidase 22,protein-coding,NCBI,landmark
23335,WDR7,ENSG00000091157,WD repeat domain 7,protein-coding,NCBI,landmark
23338,JADE2,ENSG00000043143,jade family PHD finger 2,protein-coding,NCBI,landmark
23365,ARHGEF12,ENSG00000196914,Rho guanine nucleotide exchange factor 12,protein-coding,NCBI,landmark
23368,PPP1R13B,ENSG00000088808,protein phosphatase 1 regulatory subunit 13B,protein-coding,NCBI,landmark
23378,RRP8,ENSG00000132275,ribosomal RNA processing 8,protein-coding,NCBI,landmark
23386,NUDCD3,ENSG00000015676,NudC domain containing 3,protein-coding,NCBI,landmark
23410,SIRT3,ENSG00000142082,sirtuin 3,protein-coding,NCBI,landmark
23443,SLC35A3,ENSG00000117620,solute carrier family 35 member A3,protein-coding,NCBI,landmark
23463,ICMT,ENSG00000116237,isoprenylcysteine carboxyl methyltransferase,protein-coding,NCBI,landmark
23499,MACF1,ENSG00000127603,microtubule actin crosslinking factor 1,protein-coding,NCBI,landmark
23512,SUZ12,ENSG00000178691,SUZ12 polycomb repressive complex 2 subunit,protein-coding,NCBI,landmark
23522,KAT6B,ENSG00000156650,lysine acetyltransferase 6B,protein-coding,NCBI,landmark
2353,FOS,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",protein-coding,NCBI,landmark
23530,NNT,ENSG00000112992,nicotinamide nucleotide transhydrogenase,protein-coding,NCBI,landmark
23536,ADAT1,ENSG00000065457,adenosine deaminase tRNA specific 1,protein-coding,NCBI,landmark
2356,FPGS,ENSG00000136877,folylpolyglutamate synthase,protein-coding,NCBI,landmark
23585,TMEM50A,ENSG00000183726,transmembrane protein 50A,protein-coding,NCBI,landmark
23588,KLHDC2,ENSG00000165516,kelch domain containing 2,protein-coding,NCBI,landmark
23597,ACOT9,ENSG00000123130,acyl-CoA thioesterase 9,protein-coding,NCBI,landmark
23635,SSBP2,ENSG00000145687,single stranded DNA binding protein 2,protein-coding,NCBI,landmark
23636,NUP62,ENSG00000213024,nucleoporin 62,protein-coding,NCBI,landmark
23647,ARFIP2,ENSG00000132254,ADP ribosylation factor interacting protein 2,protein-coding,NCBI,landmark
23658,LSM5,ENSG00000106355,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",protein-coding,NCBI,landmark
23659,PLA2G15,ENSG00000103066,phospholipase A2 group XV,protein-coding,NCBI,landmark
23670,CEMIP2,ENSG00000135048,cell migration inducing hyaluronidase 2,protein-coding,NCBI,landmark
24149,ZNF318,ENSG00000171467,zinc finger protein 318,protein-coding,NCBI,landmark
25,ABL1,ENSG00000097007,"ABL proto-oncogene 1, non-receptor tyrosine kinase",protein-coding,NCBI,landmark
2523,FUT1,ENSG00000174951,fucosyltransferase 1 (H blood group),protein-coding,NCBI,landmark
2534,FYN,ENSG00000010810,"FYN proto-oncogene, Src family tyrosine kinase",protein-coding,NCBI,landmark
2542,SLC37A4,ENSG00000137700,solute carrier family 37 member 4,protein-coding,NCBI,landmark
2548,GAA,ENSG00000171298,"glucosidase alpha, acid",protein-coding,NCBI,landmark
2553,GABPB1,ENSG00000104064,GA binding protein transcription factor subunit beta 1,protein-coding,NCBI,landmark
256364,EML3,ENSG00000149499,EMAP like 3,protein-coding,NCBI,landmark
25793,FBXO7,ENSG00000100225,F-box protein 7,protein-coding,NCBI,landmark
25803,SPDEF,ENSG00000124664,SAM pointed domain containing ETS transcription factor,protein-coding,NCBI,landmark
25805,BAMBI,ENSG00000095739,BMP and activin membrane bound inhibitor,protein-coding,NCBI,landmark
2582,GALE,ENSG00000117308,UDP-galactose-4-epimerase,protein-coding,NCBI,landmark
25825,BACE2,ENSG00000182240,beta-secretase 2,protein-coding,NCBI,landmark
25839,COG4,ENSG00000103051,component of oligomeric golgi complex 4,protein-coding,NCBI,landmark
25874,MPC2,ENSG00000143158,mitochondrial pyruvate carrier 2,protein-coding,NCBI,landmark
25932,CLIC4,ENSG00000169504,chloride intracellular channel 4,protein-coding,NCBI,landmark
25966,C2CD2,ENSG00000157617,C2 calcium dependent domain containing 2,protein-coding,NCBI,landmark
2597,GAPDH,ENSG00000111640,glyceraldehyde-3-phosphate dehydrogenase,protein-coding,NCBI,landmark
25976,TIPARP,ENSG00000163659,TCDD inducible poly(ADP-ribose) polymerase,protein-coding,NCBI,landmark
25987,TSKU,ENSG00000182704,"tsukushi, small leucine rich proteoglycan",protein-coding,NCBI,landmark
26001,RNF167,ENSG00000108523,ring finger protein 167,protein-coding,NCBI,landmark
26020,LRP10,ENSG00000197324,LDL receptor related protein 10,protein-coding,NCBI,landmark
26036,ZNF451,ENSG00000112200,zinc finger protein 451,protein-coding,NCBI,landmark
26054,SENP6,ENSG00000112701,SUMO specific peptidase 6,protein-coding,NCBI,landmark
26064,RAI14,ENSG00000039560,retinoic acid induced 14,protein-coding,NCBI,landmark
26128,KIF1BP,ENSG00000198954,KIF1 binding protein,protein-coding,NCBI,landmark
26136,TES,ENSG00000135269,testin LIM domain protein,protein-coding,NCBI,landmark
26227,PHGDH,ENSG00000092621,phosphoglycerate dehydrogenase,protein-coding,NCBI,landmark
2624,GATA2,ENSG00000179348,GATA binding protein 2,protein-coding,NCBI,landmark
2625,GATA3,ENSG00000107485,GATA binding protein 3,protein-coding,NCBI,landmark
26292,MYCBP,ENSG00000214114,MYC binding protein,protein-coding,NCBI,landmark
26511,CHIC2,ENSG00000109220,cysteine rich hydrophobic domain 2,protein-coding,NCBI,landmark
26520,TIMM9,ENSG00000100575,translocase of inner mitochondrial membrane 9,protein-coding,NCBI,landmark
2673,GFPT1,ENSG00000198380,glutamine--fructose-6-phosphate transaminase 1,protein-coding,NCBI,landmark
2690,GHR,ENSG00000112964,growth hormone receptor,protein-coding,NCBI,landmark
26993,AKAP8L,ENSG00000011243,A-kinase anchoring protein 8 like,protein-coding,NCBI,landmark
27032,ATP2C1,ENSG00000017260,ATPase secretory pathway Ca2+ transporting 1,protein-coding,NCBI,landmark
27095,TRAPPC3,ENSG00000054116,trafficking protein particle complex 3,protein-coding,NCBI,landmark
27109,DMAC2L,ENSG00000125375,distal membrane arm assembly complex 2 like,protein-coding,NCBI,landmark
27242,TNFRSF21,ENSG00000146072,TNF receptor superfamily member 21,protein-coding,NCBI,landmark
27244,SESN1,ENSG00000080546,sestrin 1,protein-coding,NCBI,landmark
27336,HTATSF1,ENSG00000102241,HIV-1 Tat specific factor 1,protein-coding,NCBI,landmark
27346,TMEM97,ENSG00000109084,transmembrane protein 97,protein-coding,NCBI,landmark
2736,GLI2,ENSG00000074047,GLI family zinc finger 2,protein-coding,NCBI,landmark
2745,GLRX,ENSG00000173221,glutaredoxin,protein-coding,NCBI,landmark
2767,GNA11,ENSG00000088256,G protein subunit alpha 11,protein-coding,NCBI,landmark
2769,GNA15,ENSG00000060558,G protein subunit alpha 15,protein-coding,NCBI,landmark
2770,GNAI1,ENSG00000127955,G protein subunit alpha i1,protein-coding,NCBI,landmark
2771,GNAI2,ENSG00000114353,G protein subunit alpha i2,protein-coding,NCBI,landmark
2778,GNAS,ENSG00000087460,GNAS complex locus,protein-coding,NCBI,landmark
2810,SFN,ENSG00000175793,stratifin,protein-coding,NCBI,landmark
2817,GPC1,ENSG00000063660,glypican 1,protein-coding,NCBI,landmark
2852,GPER1,ENSG00000164850,G protein-coupled estrogen receptor 1,protein-coding,NCBI,landmark
2886,GRB7,ENSG00000141738,growth factor receptor bound protein 7,protein-coding,NCBI,landmark
2887,GRB10,ENSG00000106070,growth factor receptor bound protein 10,protein-coding,NCBI,landmark
2896,GRN,ENSG00000030582,granulin precursor,protein-coding,NCBI,landmark
28969,BZW2,ENSG00000136261,basic leucine zipper and W2 domains 2,protein-coding,NCBI,landmark
2908,NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,protein-coding,NCBI,landmark
29082,CHMP4A,ENSG00000254505,charged multivesicular body protein 4A,protein-coding,NCBI,landmark
29083,GTPBP8,ENSG00000163607,GTP binding protein 8 (putative),protein-coding,NCBI,landmark
291,SLC25A4,ENSG00000151729,solute carrier family 25 member 4,protein-coding,NCBI,landmark
29103,DNAJC15,ENSG00000120675,DnaJ heat shock protein family (Hsp40) member C15,protein-coding,NCBI,landmark
2920,CXCL2,ENSG00000081041,C-X-C motif chemokine ligand 2,protein-coding,NCBI,landmark
2946,GSTM2,ENSG00000213366,glutathione S-transferase mu 2,protein-coding,NCBI,landmark
2954,GSTZ1,ENSG00000100577,glutathione S-transferase zeta 1,protein-coding,NCBI,landmark
2956,MSH6,ENSG00000116062,mutS homolog 6,protein-coding,NCBI,landmark
2958,GTF2A2,ENSG00000140307,general transcription factor IIA subunit 2,protein-coding,NCBI,landmark
2961,GTF2E2,ENSG00000197265,general transcription factor IIE subunit 2,protein-coding,NCBI,landmark
29763,PACSIN3,ENSG00000165912,protein kinase C and casein kinase substrate in neurons 3,protein-coding,NCBI,landmark
29890,RBM15B,ENSG00000259956,RNA binding motif protein 15B,protein-coding,NCBI,landmark
29911,HOOK2,ENSG00000095066,hook microtubule tethering protein 2,protein-coding,NCBI,landmark
29916,SNX11,ENSG00000002919,sorting nexin 11,protein-coding,NCBI,landmark
29928,TIMM22,ENSG00000177370,translocase of inner mitochondrial membrane 22,protein-coding,NCBI,landmark
29937,NENF,ENSG00000117691,neudesin neurotrophic factor,protein-coding,NCBI,landmark
29978,UBQLN2,ENSG00000188021,ubiquilin 2,protein-coding,NCBI,landmark
30,ACAA1,ENSG00000060971,acetyl-CoA acyltransferase 1,protein-coding,NCBI,landmark
30001,ERO1A,ENSG00000197930,endoplasmic reticulum oxidoreductase 1 alpha,protein-coding,NCBI,landmark
3028,HSD17B10,ENSG00000072506,hydroxysteroid 17-beta dehydrogenase 10,protein-coding,NCBI,landmark
3033,HADH,ENSG00000138796,hydroxyacyl-CoA dehydrogenase,protein-coding,NCBI,landmark
3066,HDAC2,ENSG00000196591,histone deacetylase 2,protein-coding,NCBI,landmark
30836,DNTTIP2,ENSG00000067334,deoxynucleotidyltransferase terminal interacting protein 2,protein-coding,NCBI,landmark
30849,PIK3R4,ENSG00000196455,phosphoinositide-3-kinase regulatory subunit 4,protein-coding,NCBI,landmark
3091,HIF1A,ENSG00000100644,hypoxia inducible factor 1 subunit alpha,protein-coding,NCBI,landmark
3098,HK1,ENSG00000156515,hexokinase 1,protein-coding,NCBI,landmark
310,ANXA7,ENSG00000138279,annexin A7,protein-coding,NCBI,landmark
3108,HLA-DMA,ENSG00000204257,"major histocompatibility complex, class II, DM alpha",protein-coding,NCBI,landmark
3122,HLA-DRA,ENSG00000204287,"major histocompatibility complex, class II, DR alpha",protein-coding,NCBI,landmark
3156,HMGCR,ENSG00000113161,3-hydroxy-3-methylglutaryl-CoA reductase,protein-coding,NCBI,landmark
3157,HMGCS1,ENSG00000112972,3-hydroxy-3-methylglutaryl-CoA synthase 1,protein-coding,NCBI,landmark
3162,HMOX1,ENSG00000100292,heme oxygenase 1,protein-coding,NCBI,landmark
3202,HOXA5,ENSG00000106004,homeobox A5,protein-coding,NCBI,landmark
3206,HOXA10,ENSG00000253293,homeobox A10,protein-coding,NCBI,landmark
323,APBB2,ENSG00000163697,amyloid beta precursor protein binding family B member 2,protein-coding,NCBI,landmark
3251,HPRT1,ENSG00000165704,hypoxanthine phosphoribosyltransferase 1,protein-coding,NCBI,landmark
3280,HES1,ENSG00000114315,hes family bHLH transcription factor 1,protein-coding,NCBI,landmark
329,BIRC2,ENSG00000110330,baculoviral IAP repeat containing 2,protein-coding,NCBI,landmark
3300,DNAJB2,ENSG00000135924,DnaJ heat shock protein family (Hsp40) member B2,protein-coding,NCBI,landmark
3303,HSPA1A,ENSG00000204389,heat shock protein family A (Hsp70) member 1A,protein-coding,NCBI,landmark
3308,HSPA4,ENSG00000170606,heat shock protein family A (Hsp70) member 4,protein-coding,NCBI,landmark
3312,HSPA8,ENSG00000109971,heat shock protein family A (Hsp70) member 8,protein-coding,NCBI,landmark
3315,HSPB1,ENSG00000106211,heat shock protein family B (small) member 1,protein-coding,NCBI,landmark
332,BIRC5,ENSG00000089685,baculoviral IAP repeat containing 5,protein-coding,NCBI,landmark
3329,HSPD1,ENSG00000144381,heat shock protein family D (Hsp60) member 1,protein-coding,NCBI,landmark
3337,DNAJB1,ENSG00000132002,DnaJ heat shock protein family (Hsp40) member B1,protein-coding,NCBI,landmark
3383,ICAM1,ENSG00000090339,intercellular adhesion molecule 1,protein-coding,NCBI,landmark
3385,ICAM3,ENSG00000076662,intercellular adhesion molecule 3,protein-coding,NCBI,landmark
3398,ID2,ENSG00000115738,inhibitor of DNA binding 2,protein-coding,NCBI,landmark
3416,IDE,ENSG00000119912,insulin degrading enzyme,protein-coding,NCBI,landmark
3454,IFNAR1,ENSG00000142166,interferon alpha and beta receptor subunit 1,protein-coding,NCBI,landmark
348,APOE,ENSG00000130203,apolipoprotein E,protein-coding,NCBI,landmark
3480,IGF1R,ENSG00000140443,insulin like growth factor 1 receptor,protein-coding,NCBI,landmark
3482,IGF2R,ENSG00000197081,insulin like growth factor 2 receptor,protein-coding,NCBI,landmark
3486,IGFBP3,ENSG00000146674,insulin like growth factor binding protein 3,protein-coding,NCBI,landmark
3508,IGHMBP2,ENSG00000132740,immunoglobulin mu DNA binding protein 2,protein-coding,NCBI,landmark
351,APP,ENSG00000142192,amyloid beta precursor protein,protein-coding,NCBI,landmark
355,FAS,ENSG00000026103,Fas cell surface death receptor,protein-coding,NCBI,landmark
3551,IKBKB,ENSG00000104365,inhibitor of nuclear factor kappa B kinase subunit beta,protein-coding,NCBI,landmark
3553,IL1B,ENSG00000125538,interleukin 1 beta,protein-coding,NCBI,landmark
3566,IL4R,ENSG00000077238,interleukin 4 receptor,protein-coding,NCBI,landmark
3597,IL13RA1,ENSG00000131724,interleukin 13 receptor subunit alpha 1,protein-coding,NCBI,landmark
3611,ILK,ENSG00000166333,integrin linked kinase,protein-coding,NCBI,landmark
3628,INPP1,ENSG00000151689,inositol polyphosphate-1-phosphatase,protein-coding,NCBI,landmark
3638,INSIG1,ENSG00000186480,insulin induced gene 1,protein-coding,NCBI,landmark
3682,ITGAE,ENSG00000083457,integrin subunit alpha E,protein-coding,NCBI,landmark
3693,ITGB5,ENSG00000082781,integrin subunit beta 5,protein-coding,NCBI,landmark
3725,JUN,ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit",protein-coding,NCBI,landmark
375346,STIMATE,ENSG00000213533,STIM activating enhancer,protein-coding,NCBI,landmark
3775,KCNK1,ENSG00000135750,potassium two pore domain channel subfamily K member 1,protein-coding,NCBI,landmark
3800,KIF5C,ENSG00000168280,kinesin family member 5C,protein-coding,NCBI,landmark
3815,KIT,ENSG00000157404,"KIT proto-oncogene, receptor tyrosine kinase",protein-coding,NCBI,landmark
387,RHOA,ENSG00000067560,ras homolog family member A,protein-coding,NCBI,landmark
388650,DIPK1A,ENSG00000154511,divergent protein kinase domain 1A,protein-coding,NCBI,landmark
3895,KTN1,ENSG00000126777,kinectin 1,protein-coding,NCBI,landmark
39,ACAT2,ENSG00000120437,acetyl-CoA acetyltransferase 2,protein-coding,NCBI,landmark
3909,LAMA3,ENSG00000053747,laminin subunit alpha 3,protein-coding,NCBI,landmark
392,ARHGAP1,ENSG00000175220,Rho GTPase activating protein 1,protein-coding,NCBI,landmark
3925,STMN1,ENSG00000117632,stathmin 1,protein-coding,NCBI,landmark
3930,LBR,ENSG00000143815,lamin B receptor,protein-coding,NCBI,landmark
3964,LGALS8,ENSG00000116977,galectin 8,protein-coding,NCBI,landmark
3978,LIG1,ENSG00000105486,DNA ligase 1,protein-coding,NCBI,landmark
3988,LIPA,ENSG00000107798,"lipase A, lysosomal acid type",protein-coding,NCBI,landmark
4016,LOXL1,ENSG00000129038,lysyl oxidase like 1,protein-coding,NCBI,landmark
4043,LRPAP1,ENSG00000163956,LDL receptor related protein associated protein 1,protein-coding,NCBI,landmark
4067,LYN,ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase",protein-coding,NCBI,landmark
4088,SMAD3,ENSG00000166949,SMAD family member 3,protein-coding,NCBI,landmark
4125,MAN2B1,ENSG00000104774,mannosidase alpha class 2B member 1,protein-coding,NCBI,landmark
4144,MAT2A,ENSG00000168906,methionine adenosyltransferase 2A,protein-coding,NCBI,landmark
4154,MBNL1,ENSG00000152601,muscleblind like splicing regulator 1,protein-coding,NCBI,landmark
4172,MCM3,ENSG00000112118,minichromosome maintenance complex component 3,protein-coding,NCBI,landmark
4200,ME2,ENSG00000082212,malic enzyme 2,protein-coding,NCBI,landmark
4208,MEF2C,ENSG00000081189,myocyte enhancer factor 2C,protein-coding,NCBI,landmark
4216,MAP3K4,ENSG00000085511,mitogen-activated protein kinase kinase kinase 4,protein-coding,NCBI,landmark
4232,MEST,ENSG00000106484,mesoderm specific transcript,protein-coding,NCBI,landmark
427,ASAH1,ENSG00000104763,N-acylsphingosine amidohydrolase 1,protein-coding,NCBI,landmark
4282,MIF,ENSG00000240972,macrophage migration inhibitory factor,protein-coding,NCBI,landmark
4303,FOXO4,ENSG00000184481,forkhead box O4,protein-coding,NCBI,landmark
4312,MMP1,ENSG00000196611,matrix metallopeptidase 1,protein-coding,NCBI,landmark
4313,MMP2,ENSG00000087245,matrix metallopeptidase 2,protein-coding,NCBI,landmark
4331,MNAT1,ENSG00000020426,MNAT1 component of CDK activating kinase,protein-coding,NCBI,landmark
4482,MSRA,ENSG00000175806,methionine sulfoxide reductase A,protein-coding,NCBI,landmark
4582,MUC1,ENSG00000185499,"mucin 1, cell surface associated",protein-coding,NCBI,landmark
4605,MYBL2,ENSG00000101057,MYB proto-oncogene like 2,protein-coding,NCBI,landmark
4609,MYC,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",protein-coding,NCBI,landmark
4616,GADD45B,ENSG00000099860,growth arrest and DNA damage inducible beta,protein-coding,NCBI,landmark
4638,MYLK,ENSG00000065534,myosin light chain kinase,protein-coding,NCBI,landmark
4651,MYO10,ENSG00000145555,myosin X,protein-coding,NCBI,landmark
466,ATF1,ENSG00000123268,activating transcription factor 1,protein-coding,NCBI,landmark
4690,NCK1,ENSG00000158092,NCK adaptor protein 1,protein-coding,NCBI,landmark
47,ACLY,ENSG00000131473,ATP citrate lyase,protein-coding,NCBI,landmark
4775,NFATC3,ENSG00000072736,nuclear factor of activated T cells 3,protein-coding,NCBI,landmark
4776,NFATC4,ENSG00000100968,nuclear factor of activated T cells 4,protein-coding,NCBI,landmark
4780,NFE2L2,ENSG00000116044,"nuclear factor, erythroid 2 like 2",protein-coding,NCBI,landmark
4783,NFIL3,ENSG00000165030,"nuclear factor, interleukin 3 regulated",protein-coding,NCBI,landmark
4791,NFKB2,ENSG00000077150,nuclear factor kappa B subunit 2,protein-coding,NCBI,landmark
4792,NFKBIA,ENSG00000100906,NFKB inhibitor alpha,protein-coding,NCBI,landmark
4793,NFKBIB,ENSG00000104825,NFKB inhibitor beta,protein-coding,NCBI,landmark
4794,NFKBIE,ENSG00000146232,NFKB inhibitor epsilon,protein-coding,NCBI,landmark
481,ATP1B1,ENSG00000143153,ATPase Na+/K+ transporting subunit beta 1,protein-coding,NCBI,landmark
4817,NIT1,ENSG00000158793,nitrilase 1,protein-coding,NCBI,landmark
4836,NMT1,ENSG00000136448,N-myristoyltransferase 1,protein-coding,NCBI,landmark
4846,NOS3,ENSG00000164867,nitric oxide synthase 3,protein-coding,NCBI,landmark
4850,CNOT4,ENSG00000080802,CCR4-NOT transcription complex subunit 4,protein-coding,NCBI,landmark
4851,NOTCH1,ENSG00000148400,notch receptor 1,protein-coding,NCBI,landmark
4860,PNP,ENSG00000198805,purine nucleoside phosphorylase,protein-coding,NCBI,landmark
4864,NPC1,ENSG00000141458,NPC intracellular cholesterol transporter 1,protein-coding,NCBI,landmark
4891,SLC11A2,ENSG00000110911,solute carrier family 11 member 2,protein-coding,NCBI,landmark
4893,NRAS,ENSG00000213281,"NRAS proto-oncogene, GTPase",protein-coding,NCBI,landmark
4925,NUCB2,ENSG00000070081,nucleobindin 2,protein-coding,NCBI,landmark
4927,NUP88,ENSG00000108559,nucleoporin 88,protein-coding,NCBI,landmark
4931,NVL,ENSG00000143748,nuclear VCP like,protein-coding,NCBI,landmark
4998,ORC1,ENSG00000085840,origin recognition complex subunit 1,protein-coding,NCBI,landmark
501,ALDH7A1,ENSG00000164904,aldehyde dehydrogenase 7 family member A1,protein-coding,NCBI,landmark
5018,OXA1L,ENSG00000155463,OXA1L mitochondrial inner membrane protein,protein-coding,NCBI,landmark
5019,OXCT1,ENSG00000083720,3-oxoacid CoA-transferase 1,protein-coding,NCBI,landmark
5048,PAFAH1B1,ENSG00000007168,platelet activating factor acetylhydrolase 1b regulatory subunit 1,protein-coding,NCBI,landmark
5050,PAFAH1B3,ENSG00000079462,platelet activating factor acetylhydrolase 1b catalytic subunit 3,protein-coding,NCBI,landmark
5054,SERPINE1,ENSG00000106366,serpin family E member 1,protein-coding,NCBI,landmark
5058,PAK1,ENSG00000149269,p21 (RAC1) activated kinase 1,protein-coding,NCBI,landmark
50810,HDGFL3,ENSG00000166503,HDGF like 3,protein-coding,NCBI,landmark
50813,COPS7A,ENSG00000111652,COP9 signalosome subunit 7A,protein-coding,NCBI,landmark
50814,NSDHL,ENSG00000147383,NAD(P) dependent steroid dehydrogenase-like,protein-coding,NCBI,landmark
50865,HEBP1,ENSG00000013583,heme binding protein 1,protein-coding,NCBI,landmark
5092,PCBD1,ENSG00000166228,pterin-4 alpha-carbinolamine dehydratase 1,protein-coding,NCBI,landmark
5096,PCCB,ENSG00000114054,propionyl-CoA carboxylase subunit beta,protein-coding,NCBI,landmark
51001,MTERF3,ENSG00000156469,mitochondrial transcription termination factor 3,protein-coding,NCBI,landmark
51005,AMDHD2,ENSG00000162066,amidohydrolase domain containing 2,protein-coding,NCBI,landmark
51015,ISOC1,ENSG00000066583,isochorismatase domain containing 1,protein-coding,NCBI,landmark
51021,MRPS16,ENSG00000182180,mitochondrial ribosomal protein S16,protein-coding,NCBI,landmark
51024,FIS1,ENSG00000214253,"fission, mitochondrial 1",protein-coding,NCBI,landmark
51026,GOLT1B,ENSG00000111711,golgi transport 1B,protein-coding,NCBI,landmark
